;map_id, map_name, map_filename, map_original, map_deathmode, map_teamdeathmode, map_bot_original, map_bot_deathmode, map_bot_teamdeathmod,official,official_tiebreak,map_zombi,weapon_restrict_deault,weapon_restrict_none,weapon_restrict_noawp,weapon_resctrict_classic,weapon_restrict_sniper,weapon_restrict_pistol,weapon_restrict_knife,weapon_restrict_noflash,weapon_restrict_awp,bright,skybox,density,density_r,density_g,density_b,server_limit,max_player,d3d_bright,c4pos,map_zombi_expand,ExpLimit,PointLimit,event_map,weapon_restrict_fragonly,map_zombi_team,ZBTbright,ZBTskybox,ZBTdensity,ZBTdensity_r,ZBTdensity_g,ZBTdensity_b,ZBTd3d_bright,map_challenge,map_zombi_team_ann,map_zombi_3,map_zombie_survival,Scen_CountType_1ST,Scen_CountType_2ND,Scen_CountType_3RD,Scen_Rank_Clear,map_sort,ExtraInfo,map_soccer,ball_max,ball_default,map_human_scenario,SubType,PVPVE,"Orginal_Mission(1=����, 2=����, 3=����, 4=�ϻ�)","Weapon_Tag (1=Į��, 2=AWP, 3=����, 4=�ϵ�, 5=�ͽ�Ʈ��, 6=����������, 7=��������)",map_FunMode,"Fun_Subtype(�౸ 16, ç���� 12, �������� 19, ����ī�� 21, ��Ż�Ʒ��� 18, ����Ʈ�ߵ� 31, ��Ʈ 27, ���絥�� 34, ������� 37)",map_GDM,map_Basic,map_BZM,�ó����� ����,"���� �м���(0=������, 1=����)",map_BattleRush,map_ZombieShelter,map_ZombieEscape,map_Snowman,"Snowman_Subtype(1=Original, 2=��������ġ)",map_shelterteam,���� PVE ������ ���� ��,map_Zombie4,map_matching,map_ZombieGiant,map_Zombie_Exterminate,map_matching_Zombie_Exterminate,map_standalone,1��PVE �޼�����ǥ,weapon_restrict_shotgun,Zombieofficial,Zombieofficial_tiebreak,ZombieTag,ModeEventMap,allstar,playroom,season original,season zombie ex,season zombie hero,map_zombi_3z,playroom_modeID,map_zombietouchdown,season touchdown,prop_hunt,map_partner,map_zhe,vxlzshelter,zombi_5,ZSmaxDifficulty,scenariotx,zb_competitive,zb_teamcontrol,map_tdm_supersoldier
191,#CSO_assault_event_zombi_3,cs_assault,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,h,hk,0.001,7,6,9,0,32,i,,0,1.2,1.21,,1,0,j,hk,0.0007,7,6,9,k,0,0,0,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,#CSO_estate_event_zombi_3,cs_estate,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,k,hk,0.0015,107,115,133,0,32,k,,0,1.18,1.2,,1,0,o,hk,0.0009,0,10,15,j,0,0,0,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,#CSO_deadcity_event_pve,zsh_deadcity_event_pve,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,o,trainyard,0,225,225,225,0,4,o,,0,0.6,0.6,,0,0,o,trainyard,225,225,225,0,o,0,0,0,0,0,0,0,0,0,,0,,,0,,0,,,,,0,0,0,,,,,,,,193,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,#CSO_victor1,zs_victor1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,g,vic_d_cloudy_,0.0006,66,66,66,0,10,g,,0,3.3,3.3,,0,0,g,vic_d_cloudy_,0.0006,66,66,66,g,0,0,0,10014,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
195,#CSO_victor2,zs_victor2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,e,vic_sunrise_,0.0004,75,125,200,0,10,e,,0,3.3,3.3,,0,0,e,vic_sunrise_,0.0004,75,125,200,e,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
196,#CSO_victor3,zs_victor3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,g,vic_dawn_,0.000025,125,125,125,0,10,g,,0,3.3,3.3,,0,0,g,vic_dawn_,0.000025,125,125,125,g,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
197,#cso_decoy_ModeEvent,zs_decoy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,,,,,,0,10,,,0,1,1,,0,0,,,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,2,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
198,#CSO_lusia1,zs_lusia1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,de_2storm,,,,,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,10015,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
199,#CSO_lusia2,zs_lusia2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,f,,,,,,0,10,f,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
200,#CSO_lusia3,zs_lusia3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,,,,,,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
201,#CSO_paranoia_FrozenEvent,zs_paranoia,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,snowlake_,,,,,0,10,,,0,3.3,3.3,,0,0,,snowlake_,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,4,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
202,#CSO_playroom,fun_playroom,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,o,san_,,,,,0,32,o,,0,1,1,,1,0,o,,,,,,o,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
203,#CSO_carlito1,zs_carlito1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,de_2storm,,,,,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,10016,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
204,#CSO_carlito2,zs_carlito2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,de_2storm,,,,,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
205,#CSO_carlito3,zs_carlito3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,de_2storm,,,,,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,6,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
206,#CSO_dust_mini,bzm_dust_mini,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,k,hk,0.00005,0,0,0,0,20,k,,0,1.19,1.23,,1,k,hk,0.00005,15,12,9,0,k,0,0,0,0,0,0,0,,,,0,,,0,,0,0,,,,0,0,206,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,#CSO_italy_mini,bzm_italy_mini,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,i,hk,0.00005,15,12,9,0,20,i,,0,1.24,1.28,,1,k,hk,0.00005,15,12,9,9,i,0,0,0,0,0,0,0,,,,0,,,0,,0,0,,,,0,0,207,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,#CSO_skyscraper,de_skyscraper,208,208,208,208,208,208,208,208,208,0,1,1,1,1,1,1,1,1,,san_,,,,,0,32,,"""744 664 -272 568 -1144 -40""",208,1,1,,1,0,,,,,,,,0,0,10208,0,0,0,0,,,,0,,,0,,0,1,,,,0,208,0,,,,,,,,,,0,24,0,0,0,0,0,1,0,0,0,0,208,0,0,0,0,208,0,0,0,0,0,0,0,23,0,0,0,208,20208
209,#cso_nightmare5_1,zs_nightmare5_1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,hs4_,0.0004,80,76,61,0,10,o,,0,3.3,3.3,,0,0,i,hs4_,0.0004,80,76,61,o,0,0,0,10017,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
210,#cso_nightmare5_2,zs_nightmare5_2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,Moon,,,,,0,10,i,,0,3.3,3.3,,0,0,i,Moon,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
211,#cso_nightmare5_3,zs_nightmare5_3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,f,de_2storm,,,,,0,10,f,,0,3.3,3.3,,0,0,i,de_2storm,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
212,#cso_nightmare5_4,zs_nightmare5_4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,q,NTDM2_,0.00001,35,53,83,0,10,q,,0,3.3,3.3,,0,0,i,NTDM2_,,,,,i,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,5,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
213,#CSO_italy_event3_zombi_3,cs_italy,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,g,hk,0.00095,15,12,9,0,32,h,,0,1.24,1.28,,1,0,j,hk,0.0007,15,12,9,j,0,0,29999,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29999,0,0,0,0,0,0,0,29999,0,0,0,0,0
214,#CSO_assault_event3_zombi_3,cs_assault,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,h,hk,0.001,7,6,9,0,32,i,,0,1.2,1.21,,1,0,j,hk,0.0007,7,6,9,k,0,0,29999,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29999,0,0,0,0,0,0,0,29999,0,0,0,0,0
215,#CSO_dust_event3_zombi_3,de_dust,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,e,hk,0.001,0,0,0,0,32,j,"""1919 651 61 379 -1648 131""",0,1.19,1.23,,1,0,h,hk,0.0007,0,0,0,i,0,0,29999,0,0,0,0,,,,0,,,0,,0,1,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29999,0,0,0,0,0,0,0,29999,0,0,0,0,0
216,#CSO_origin_event3_zombi_3,zm_origin,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,k,z3,0,0,0,0,0,32,k,,0,1,1,,0,0,k,z3,0,0,0,0,k,0,0,29999,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29999,0,0,0,0,0,0,0,29999,0,0,0,0,0
217,#CSO_Abyss2_event3_zombi_3,ZM_abyss2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,q,2office,,,,,0,32,q,,0,1,1,,0,0,q,hk,,,,,q,0,0,29999,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29999,0,0,0,0,0,0,0,29999,0,0,0,0,0
219,#CSO_allout1,zs_allout1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,o,camo,,,,,0,10,o,,0,3.3,3.3,,0,0,o,camo,,,,,o,0,0,0,10018,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
220,#CSO_allout2,zs_allout2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,g,vic_sunrise_,0.0002,125,120,110,0,10,g,,0,3.3,3.3,,0,0,g,vic_sunrise_,125,120,110,,g,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
221,#CSO_allout3,zs_allout3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,decoy,,,,,0,10,l,,0,3.3,3.3,,0,0,l,decoy,,,,,l,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
223,#CSO_assault_dna_test,cs_assault,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,h,hk,,7,6,9,0,32,,,0,1.2,1.21,,1,0,,hk,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,#CSO_wintershelter_dna_test,de_wintershelter,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,f,de_2storm,,63,56,34,0,32,,"""320 64 -192 1472 -128 -96""",0,1,1,,1,0,,hk,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,1,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,#CSO_dust_dna_test,de_dust,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,e,hk,,0,0,0,0,32,,"""1919 651 61 379 -1648 131""",0,1.19,1.23,,1,0,,hk,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,1,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,#CSO_Abyss2_dna_test,ZM_abyss2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,q,2office,,,,,0,32,,,0,1,1,,0,0,,hk,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,#CSO_estate_event3_zombi_3,cs_estate,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,k,hk,0.0015,107,115,133,0,32,k,,0,1.18,1.2,,1,0,o,hk,0.0009,0,10,15,j,0,0,29999,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29999,0,0,0,0,0,0,0,29999,0,0,0,0,0
229,#CSO_militia_kr_event3_zombi_3,cs_militia,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,j,hk,0.00095,13,9,4,0,32,h,,0,1.63,1.59,,1,0,k,hk,0.0008,13,9,4,i,0,0,29999,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,29999,0,0,0,0,0,0,0,29999,0,0,0,0,0
230,#CSO_playroom2,fun_playroom2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,o,san_,,,,,0,32,o,,0,1,1,,1,0,o,,,,,,o,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,24,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,48,0,0,0,0,,,0,0,0,0,0,0
231,#CSO_desktop,zm_desktop,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,m,space_,,,,,0,32,m,,0,1.24,1.28,,1,0,m,space_,,,,,m,0,0,0,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,#CSO_cantera,zm_cantera,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,k,cx,,,,,0,32,k,,0,1.19,1.23,,1,0,k,cx,,,,,k,0,0,0,0,0,0,0,,,,0,,,0,,0,1,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,#CSO_rendezvous1,zs_rendezvous1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,o,camo,,,,,0,10,o,,0,3.3,3.3,,0,0,o,camo,,,,,o,0,0,0,20001,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
236,#CSO_rendezvous2,zs_rendezvous2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,g,vic_sunrise_,0.0002,125,120,110,0,10,g,,0,3.3,3.3,,0,0,g,vic_sunrise_,125,120,110,,g,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
237,#CSO_rendezvous3,zs_rendezvous3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,decoy,,,,,0,10,l,,0,3.3,3.3,,0,0,l,decoy,,,,,l,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
238,#CSO_assault_mini,bzm_assault_mini,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,i,hk,0.00005,15,12,9,0,20,i,,0,1.24,1.28,,1,0,k,hk,0.00005,15,12,9,i,0,0,0,0,0,0,0,,,,0,,,0,,0,0,,,,0,0,20302,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,#CSO_chapel,dm_chapel,0,20009,20009,0,20009,20009,0,0,20009,0,1,1,1,1,1,1,1,1,,,,,,,0,32,,,20239,1,1,,1,0,,,,,,,,0,0,20239,0,0,0,0,,,,0,,,0,,0,,,,,20239,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,20000,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,239,20239
240,#CSO_italy_event_randomrule,cs_italy,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,g,hk,0.00095,15,12,9,0,32,h,,0,1.24,1.28,,1,0,j,hk,0.0007,15,12,9,j,0,0,29999,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,#CSO_storage,dm_storage,0,20009,20009,0,20009,20009,0,0,0,0,1,1,1,1,1,1,1,1,,,,,,,0,32,,,0,1,1,,1,0,,,,,,,,0,0,20012,0,0,0,0,,,,0,,,0,,0,,,,,20240,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20241
242,#CSO_assault_event_randomrule,cs_assault,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,h,hk,0.001,7,6,9,0,32,i,,0,1.2,1.21,,1,0,j,hk,0.0007,7,6,9,k,0,0,29999,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,#cso_lakepark,zm_lakepark,0,0,0,0,0,0,0,0,20243,0,1,1,1,1,1,1,1,1,h,decoy,0.0004,42,53,62,0,32,h,,20243,1,1,,0,0,h,decoy,0.0004,42,53,62,h,0,0,20243,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20240,0,0,0,0,0,0,0,243,0,0,1,0,0
244,#CSO_alcatraz,de_alcatraz,20009,20009,20009,20009,20009,20009,0,0,20009,0,1,1,1,1,1,1,1,1,o,vostok,0.0003,150,150,150,0,32,o,"""-1024 -960 68 1416 -136 256""",20243,1,1,,1,0,o,vostok,0.0003,150,150,150,,0,0,10444,0,0,0,0,,,,0,,,0,,0,1,,,,0,20444,0,,,,,,,,,,0,24,0,0,0,0,0,1,0,0,0,0,20000,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,244
245,#CSO_estate_event_randomrule,cs_estate,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,k,hk,0.0015,107,115,133,0,32,k,,0,1.18,1.2,,1,0,o,hk,0.0009,0,10,15,j,0,0,29999,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,#CSO_militia_kr_event_randomrule,cs_militia,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,j,hk,0.00095,13,9,4,0,32,h,,0,1.63,1.59,,1,0,k,hk,0.0008,13,9,4,i,0,0,29999,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,#cso_lakepark_event_randomrule,zm_lakepark,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,h,decoy,0.0004,42,53,62,0,32,h,,0,1,1,,0,0,h,decoy,0.0004,42,53,62,h,0,0,29999,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,#CSO_Abyss2_kr_event_randomrule,ZM_abyss2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,q,2office,,,,,0,32,q,,0,1,1,,0,0,q,hk,,,,,q,0,0,29999,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,#CSO_dust_kr_event_randomrule,de_dust,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,q,2office,,,,,0,32,q,,0,1,1,,0,0,q,hk,,,,,q,0,0,29999,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
